Finished,Extraversion,Observant,Thinking,Judging,Age,Gender,education,Major,way of watching movies,subscription,Frequency,number of movies,Reasons,With whom,factors,Action,Adventure,Animated,Comedy,Historical,Fantasy,Horror,Science fiction,Documentary
TRUE,63,69,73,57,21,Male,bachelor,arts-related,Go to cinema or theatres,Somtimes,6-10 times a year,21-40,funny,with family,"Actor/actress,director,advertisements",like,neither like nor dislike,neither like nor dislike,dislike,Strongly like,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,14,74,11,17,21,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,dislike,neither like nor dislike
TRUE,83,90,90,91,20,Female,high school or below,business-related,on mobile devices at home or other places,Somtimes,6-10 times a year,0-20,"relaxing,express my feelings,educating",with family,"director,previews,comments of other audience",neither like nor dislike,like,like,like,like,Strongly like,Strongly like,like,like
TRUE,42,40,38,37,20,Female,bachelor,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,Entertaining,With friends,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,18,67,68,46,22,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,Entertaining,With friends,"Actor/actress,previews,comments of other audience",like,like,like,neither like nor dislike,neither like nor dislike,Strongly like,dislike,Strongly like,dislike
TRUE,61,41,31,35,22,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,previews",neither like nor dislike,like,like,like,neither like nor dislike,like,Strongly dislike,like,like
TRUE,56,50,53,53,21,Female,high school or below,engineering and techonology,Go to cinema or theatres,Yes,6-10 times a year,21-40,,With friends,"Actor/actress,director,advertisements",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,60,83,56,68,22,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Never,fewer than 5 times a year,0-20,"relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",dislike,dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,61,41,30,47,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,0-20,"relaxing,funny,educating",with boyfriend/girlfriend,"genres,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,56,55,58,51,,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"advertisements,previews,comments of other audience",like,like,like,like,dislike,Strongly like,neither like nor dislike,Strongly like,dislike
TRUE,42,62,47,46,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,more than 10 times a year,21-40,"Entertaining,funny,express my feelings",With friends,"Actor/actress,director,advertisements",Strongly dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,Strongly like,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,56,41,68,51,19,Female,high school or below,literature language and social sciences,Go to cinema or theatres,Somtimes,fewer than 5 times a year,0-20,"Entertaining,relaxing,educating",with family,"Actor/actress,previews,comments of other audience",like,like,neither like nor dislike,neither like nor dislike,like,like,dislike,like,like
TRUE,41,59,34,50,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,0-20,"Entertaining,relaxing,funny",alone,"director,genres,previews",neither like nor dislike,neither like nor dislike,dislike,like,neither like nor dislike,neither like nor dislike,Strongly like,like,like
TRUE,42,55,49,54,19,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,advertisements,previews",neither like nor dislike,neither like nor dislike,like,like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,dislike
TRUE,87,83,73,72,20,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,more than 10 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,comments of other audience",Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,65,67,59,60,23,Female,high school or below,literature language and social sciences,on mobile devices at home or other places,Never,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,genres,comments of other audience",neither like nor dislike,like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,50,54,71,75,98,Non-binary / third gender,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,fewer than 5 times a year,21-40,relaxing,With friends,"director,genres,previews",neither like nor dislike,dislike,neither like nor dislike,Strongly dislike,neither like nor dislike,like,Strongly dislike,neither like nor dislike,dislike
TRUE,46,40,52,62,20,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,more than 10 times a year,0-20,funny,With friends,"Actor/actress,advertisements,comments of other audience",like,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike,like,like,like,like
TRUE,59,49,57,60,19,Female,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,director,comments of other audience",dislike,Strongly dislike,Strongly dislike,Strongly like,neither like nor dislike,like,Strongly dislike,neither like nor dislike,dislike
TRUE,41,58,55,81,20,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Somtimes,6-10 times a year,0-20,"Entertaining,relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,neither like nor dislike,like,dislike,like,like,neither like nor dislike,neither like nor dislike
TRUE,36,59,43,47,19,Female,bachelor,engineering and techonology,Go to cinema or theatres,Somtimes,fewer than 5 times a year,21-40,"relaxing,express my feelings",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,like,dislike,like,like,dislike,like,dislike,dislike
TRUE,56,49,44,58,20,Male,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,dislike,like,neither like nor dislike,neither like nor dislike,dislike,neither like nor dislike,neither like nor dislike
TRUE,42,54,74,68,19,Female,bachelor,science and math-related,Go to cinema or theatres,Somtimes,more than 10 times a year,0-20,"relaxing,funny",with boyfriend/girlfriend,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,50,34,56,49,20,Male,master or above,science and math-related,on mobile devices at home or other places,Never,6-10 times a year,21-40,express my feelings,With friends,"Actor/actress,director,advertisements",like,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike
TRUE,61,51,75,63,19,Female,bachelor,literature language and social sciences,Go to cinema or theatres,Yes,6-10 times a year,21-40,"Entertaining,relaxing,educating",With friends,"Actor/actress,genres,comments of other audience",like,like,Strongly like,Strongly like,neither like nor dislike,Strongly like,neither like nor dislike,Strongly like,Strongly like
TRUE,62,64,70,77,21,Male,bachelor,literature language and social sciences,on mobile devices at home or other places,Somtimes,6-10 times a year,21-40,"Entertaining,relaxing,educating",With friends,"genres,previews,comments of other audience",like,like,like,Strongly like,like,like,like,like,like
TRUE,73,62,23,67,22,Male,high school or below,literature language and social sciences,Go to cinema or theatres,Never,fewer than 5 times a year,21-40,"Entertaining,relaxing,funny",With friends,"Actor/actress,previews,comments of other audience",neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,like,Strongly like,neither like nor dislike
TRUE,49,51,56,62,21,Male,high school or below,engineering and techonology,Go to cinema or theatres,Yes,fewer than 5 times a year,0-20,"Entertaining,relaxing,funny",with boyfriend/girlfriend,"Actor/actress,director,advertisements",neither like nor dislike,Strongly dislike,dislike,Strongly dislike,neither like nor dislike,Strongly dislike,Strongly dislike,Strongly dislike,Strongly dislike
TRUE,61,67,67,70,22,Male,high school or below,literature language and social sciences,on mobile devices at home or other places,Yes,more than 10 times a year,over 40,"relaxing,funny,express my feelings",With friends,"Actor/actress,director,comments of other audience",like,neither like nor dislike,Strongly dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,neither like nor dislike,like,neither like nor dislike
